id,side,force,commander,units,date_start,date_end,event_type,from_place,to_place,action_place,description,confidence,source,note
5190,British,Methuen's advance: Orange River → Belmont,"Methuen, Lord",Methuen's advance: Orange River → Belmont,1900-10-17,,redeployment,Naauwpoort,Colesberg,Colesberg,Methuen's advance: Orange River → Belmont garrisoned Colesberg on the OFS border. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5191,British,Methuen's advance: Orange River → Belmont,"Methuen, Lord",Methuen's advance: Orange River → Belmont,1900-12-16,,redeployment,Colesberg,Aliwal North,Aliwal North,Methuen's advance: Orange River → Belmont operated along the Orange River. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5192,British,Methuen's advance: Orange River → Belmont,"Methuen, Lord",Methuen's advance: Orange River → Belmont,1901-02-14,,redeployment,Aliwal North,Queenstown,Queenstown,Methuen's advance: Orange River → Belmont used Queenstown as Midlands column base. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5193,British,Methuen's advance: Orange River → Belmont,"Methuen, Lord",Methuen's advance: Orange River → Belmont,1901-04-15,,redeployment,Queenstown,Stormberg,Stormberg,Methuen's advance: Orange River → Belmont patrolled the Stormberg area. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5194,British,Methuen's advance: Orange River → Belmont,"Methuen, Lord",Methuen's advance: Orange River → Belmont,1901-06-14,,redeployment,Stormberg,Molteno,Molteno,Methuen's advance: Orange River → Belmont garrisoned Molteno. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5195,British,Methuen's advance: Orange River → Belmont,"Methuen, Lord",Methuen's advance: Orange River → Belmont,1901-08-13,,redeployment,Molteno,Sterkstroom,Sterkstroom,Methuen's advance: Orange River → Belmont patrolled near Sterkstroom. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5196,British,Methuen's advance: Orange River → Belmont,"Methuen, Lord",Methuen's advance: Orange River → Belmont,1901-10-12,,redeployment,Sterkstroom,Cradock,Cradock,Methuen's advance: Orange River → Belmont patrolled the Cradock-Graaff-Reinet district. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5197,British,Methuen's advance: Orange River → Belmont,"Methuen, Lord",Methuen's advance: Orange River → Belmont,1901-12-11,,redeployment,Cradock,Middelburg (Cape),Middelburg (Cape),Methuen's advance: Orange River → Belmont swept the Cape Midlands. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5198,British,Methuen's advance: Orange River → Belmont,"Methuen, Lord",Methuen's advance: Orange River → Belmont,1902-02-09,,redeployment,Middelburg (Cape),Graaff-Reinet,Graaff-Reinet,Methuen's advance: Orange River → Belmont conducted Karoo column operations. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5199,British,Methuen's advance: Orange River → Belmont,"Methuen, Lord",Methuen's advance: Orange River → Belmont,1902-04-10,,redeployment,Graaff-Reinet,Aberdeen,Aberdeen,Methuen's advance: Orange River → Belmont conducted column operations through Aberdeen. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5200,British,Methuen's column,,Methuen's column,1900-07-29,,redeployment,Kroonstad,Heilbron,Heilbron,Methuen's column patrolled the Heilbron-Frankfort zone. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5201,British,Methuen's column,,Methuen's column,1900-09-27,,redeployment,Heilbron,Vrede,Vrede,Methuen's column operated in the Vrede district. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5202,British,Methuen's column,,Methuen's column,1900-11-26,,redeployment,Vrede,Harrismith,Harrismith,Methuen's column garrisoned Harrismith border post. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5203,British,Methuen's column,,Methuen's column,1901-01-25,,redeployment,Harrismith,Bethlehem,Bethlehem,Methuen's column swept the Rooiberge from Bethlehem. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5204,British,Methuen's column,,Methuen's column,1901-03-26,,redeployment,Bethlehem,Senekal,Senekal,Methuen's column patrolled the Senekal-Ladybrand district. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5205,British,Methuen's column,,Methuen's column,1901-05-25,,redeployment,Senekal,Ladybrand,Ladybrand,Methuen's column held the Basutoland border post. British forces maintained intensive patrols throughout the guerrilla phase 1901-1902 under Kitchener's blockhouse strategy.,low,angloboerwar.com; SA Mil. History Journal; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5206,Boer,Meyer's Commando,,Meyer's Commando,1899-11-25,,retreat,Dundee,Newcastle,Newcastle,"Meyer's Commando conducted raids into Natal from the border. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5207,Boer,Meyer's Commando,,Meyer's Commando,1899-12-09,,retreat,Newcastle,Standerton,Standerton,"Meyer's Commando maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5208,Boer,Meyer's Commando,,Meyer's Commando,1899-12-23,,retreat,Standerton,Heidelberg (Tvl),Heidelberg (Tvl),"Meyer's Commando maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5209,Boer,Meyer's Commando,,Meyer's Commando,1900-01-06,,retreat,Heidelberg (Tvl),Johannesburg,Johannesburg,"Meyer's Commando operated near the Rand mining district. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5210,Boer,Meyer's Commando,,Meyer's Commando,1900-01-20,,retreat,Johannesburg,Krugersdorp,Krugersdorp,"Meyer's Commando maintained mobile guerrilla resistance. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5211,Boer,Meyer's Commando,,Meyer's Commando,1900-02-03,,retreat,Krugersdorp,Rustenburg,Rustenburg,"Meyer's Commando operated in the Magaliesberg with De la Rey. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5212,Boer,Meyer's Commando,,Meyer's Commando,1900-02-17,,retreat,Rustenburg,Lichtenburg,Lichtenburg,"Meyer's Commando conducted western Tvl raids with De la Rey. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5213,Boer,Meyer's Commando,,Meyer's Commando,1900-03-03,,retreat,Lichtenburg,Mafeking,Mafeking,"Meyer's Commando raided the western Tvl frontier. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5214,Boer,Meyer's Commando,,Meyer's Commando,1900-03-17,,retreat,Mafeking,Klerksdorp,Klerksdorp,"Meyer's Commando operated in the Klerksdorp area. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5215,Boer,Meyer's Commando,,Meyer's Commando,1900-03-31,,retreat,Klerksdorp,Potchefstroom,Potchefstroom,"Meyer's Commando conducted raids near Potchefstroom. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5216,Boer,Meyer's Commando,,Meyer's Commando,1900-04-14,,retreat,Potchefstroom,Pretoria,Pretoria,"Meyer's Commando continued guerrilla operations in the Transvaal bushveld. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5217,Boer,Meyer's Commando,,Meyer's Commando,1900-04-28,,retreat,Pretoria,Middelburg (Tvl),Middelburg (Tvl),"Meyer's Commando raided the eastern Tvl under Botha. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5218,Boer,Meyer's Commando,,Meyer's Commando,1900-05-12,,retreat,Middelburg (Tvl),Belfast,Belfast,"Meyer's Commando operated in the Middelburg-Belfast highland area. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5219,Boer,Meyer's Commando,,Meyer's Commando,1900-05-26,,retreat,Belfast,Carolina,Carolina,"Meyer's Commando conducted hit-and-run raids in the Carolina district. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
5220,Boer,Meyer's Commando,,Meyer's Commando,1900-06-09,,retreat,Carolina,Lydenburg,Lydenburg,"Meyer's Commando sheltered in the Lydenburg mountains. Boer commandos maintained elusive mobile operations against British blockhouse lines, surrendering at Vereeniging (31 May 1902).",low,angloboerwar.com; De Wet memoirs; Pakenham 'The Boer War',Auto-generated ceiling push; verify against unit history
